time,x,y,z,vel,roll,pitch,yaw,terrainHeight,reward
22.91646,0,6025.503,0,65.54893,0,0,0,6000,-1
22.94122,0,6020.994,0,123.815,0,0,0,6000,-1
22.96401,0,6025.491,0,36.73789,0,0,0,6000,-1
22.98704,0,6025.487,0,18.28412,0,0,0,6000,-0.8284117
23.00113,0,6025.483,0,9.003419,0,0,0,6000,0.09965809
23.01579,0,6030,0,158.4553,0,0,0,6000,-1
23.03523,0,6025.479,0,37.07618,0,0,0,6000,-1
23.05289,0,6025.476,0,18.64869,0,0,0,6000,-0.8648688
23.06792,0,6025.472,0,9.454243,0,0,0,6000,0.05457572
23.09425,0,6025.468,0,4.801321,0,0,0,6000,0.5198679
23.12372,0,6020.924,0,79.49422,0,0,0,6000,-1
23.13582,0,6030,0,335.0908,0,0,0,6000,-1
23.15623,0,6025.456,0,56.23419,0,0,0,6000,-1
23.17546,0,6025.452,0,28.01548,0,0,0,6000,-1
23.19573,0,6025.448,0,13.9114,0,0,0,6000,-0.3911399
23.21531,0,6025.444,0,6.855974,0,0,0,6000,0.3144026
23.2353,0,6025.44,0,3.330265,0,0,0,6000,0.6669735
23.26881,0,6020.869,0,66.53602,0,0,0,6000,-1
23.30098,0,6020.854,0,33.51089,0,0,0,6000,-1
23.32163,0,6025.421,0,93.84409,0,0,0,6000,-1
23.33809,0,6030,0,186.0287,0,0,0,6000,-1
23.35853,0,6025.417,0,19.07777,0,0,0,6000,-0.9077767
23.37952,0,6025.413,0,9.631937,0,0,0,6000,0.03680628
23.40052,0,6020.814,0,114.2948,0,0,0,6000,-1
23.42414,0,6025.401,0,39.95131,0,0,0,6000,-1
23.43164,0,6030,0,326.657,0,0,0,6000,-1
23.4459,0,6025.397,0,2.015961,0,0,0,6000,0.7984039
23.46058,0,6025.393,0,0.8749,0,0,0,6000,0.91251
23.47571,0,6030,0,152.7181,0,0,0,6000,-1
23.4912,0,6025.389,0,72.45535,0,0,0,6000,-1
23.50732,0,6025.385,0,36.34878,0,0,0,6000,-1
23.52543,0,6025.381,0,18.28225,0,0,0,6000,-0.8282248
23.54527,0,6025.377,0,9.23957,0,0,0,6000,0.07604302
23.57867,0,6025.374,0,4.678264,0,0,0,6000,0.5321736
23.60681,0,6020.735,0,84.75117,0,0,0,6000,-1
23.63491,0,6025.362,0,39.94451,0,0,0,6000,-1
23.65116,0,6025.358,0,19.85203,0,0,0,6000,-0.9852034
23.67113,0,6025.354,0,9.828206,0,0,0,6000,0.01717938
23.69065,0,6025.35,0,4.814068,0,0,0,6000,0.5185932
23.71083,0,6025.346,0,2.310236,0,0,0,6000,0.7689764
23.72987,0,6025.342,0,1.052538,0,0,0,6000,0.8947462
23.7571,0,6025.338,0,0.4545518,0,0,0,6000,0.9545448
23.77023,0,6025.334,0,0.07853441,0,0,0,6000,0.9921466
23.78328,0,6025.331,0,0.1104841,0,0,0,6000,0.9889516
23.79573,0,6030,0,187.4628,0,0,0,6000,-1
23.80978,0,6025.327,0,72.51355,0,0,0,6000,-1
23.82414,0,6025.323,0,36.39282,0,0,0,6000,-1
23.83952,0,6030,0,133.83,0,0,0,6000,-1
23.85438,0,6025.319,0,90.61331,0,0,0,6000,-1
23.87069,0,6025.315,0,45.42643,0,0,0,6000,-1
23.88813,0,6025.311,0,22.82521,0,0,0,6000,-1
23.91863,0,6025.307,0,11.47663,0,0,0,6000,-0.1476627
23.93516,0,6025.303,0,5.856504,0,0,0,6000,0.4143496
23.95539,0,6025.299,0,3.024776,0,0,0,6000,0.6975224
23.97608,0,6025.295,0,1.618592,0,0,0,6000,0.8381408
23.99542,0,6025.291,0,0.910298,0,0,0,6000,0.9089702
24.01863,0,6025.287,0,0.539312,0,0,0,6000,0.9460688
24.05876,0,6020.563,0,59.12753,0,0,0,6000,-1
24.07922,0,6025.275,0,85.60976,0,0,0,6000,-1
24.0874,0,6025.271,0,42.56601,0,0,0,6000,-1
24.10123,0,6025.268,0,21.14184,0,0,0,6000,-1
24.12765,0,6025.264,0,10.49699,0,0,0,6000,-0.04969856
24.14923,0,6025.26,0,5.157977,0,0,0,6000,0.4842023
24.19543,0,6020.508,0,48.84425,0,0,0,6000,-1
24.20574,0,6025.248,0,205.5935,0,0,0,6000,-1
24.22486,0,6025.244,0,102.6946,0,0,0,6000,-1
24.25256,0,6025.24,0,51.27679,0,0,0,6000,-1
24.27156,0,6025.236,0,25.53558,0,0,0,6000,-1
24.29152,0,6025.232,0,12.66995,0,0,0,6000,-0.2669949
24.31199,0,6025.229,0,6.239587,0,0,0,6000,0.3760413
24.33218,0,6025.225,0,3.023018,0,0,0,6000,0.6976982
24.3445,0,6025.221,0,1.352991,0,0,0,6000,0.8647009
24.3579,0,6030,0,178.994,0,0,0,6000,-1
24.37134,0,6025.217,0,88.43244,0,0,0,6000,-1
24.38415,0,6025.213,0,44.36866,0,0,0,6000,-1
24.40368,0,6025.209,0,22.28437,0,0,0,6000,-1
24.41841,0,6030,0,151.4411,0,0,0,6000,-1
24.43248,0,6025.205,0,94.70998,0,0,0,6000,-1
24.44936,0,6025.201,0,47.47066,0,0,0,6000,-1
24.46467,0,6025.197,0,23.86292,0,0,0,6000,-1
24.48339,0,6025.193,0,12.03577,0,0,0,6000,-0.203577
24.50284,0,6025.189,0,6.11831,0,0,0,6000,0.388169
24.52284,0,6025.185,0,3.169021,0,0,0,6000,0.6830979
24.54231,0,6025.181,0,1.684845,0,0,0,6000,0.8315156
24.57061,0,6025.177,0,0.9114429,0,0,0,6000,0.9088557
24.58343,0,6025.173,0,0.6080129,0,0,0,6000,0.9391987
24.60838,0,6025.169,0,0.3823019,0,0,0,6000,0.9617698
24.62733,0,6025.166,0,0.2942332,0,0,0,6000,0.9705767
24.63737,0,6030,0,240.4837,0,0,0,6000,-1
24.66718,0,6020.319,0,42.1452,0,0,0,6000,-1
24.6856,0,6025.154,0,110.1293,0,0,0,6000,-1
24.69858,0,6030,0,241.8422,0,0,0,6000,-1
24.72214,0,6020.296,0,84.96762,0,0,0,6000,-1
24.74207,0,6025.142,0,79.09268,0,0,0,6000,-1
24.76148,0,6025.138,0,39.44571,0,0,0,6000,-1
24.7818,0,6025.134,0,19.62675,0,0,0,6000,-0.9626749
24.80131,0,6025.13,0,9.713259,0,0,0,6000,0.02867411
24.82287,0,6025.126,0,4.766048,0,0,0,6000,0.5233952
24.85271,0,6025.123,0,2.31756,0,0,0,6000,0.768244
24.88004,0,6020.233,0,88.27872,0,0,0,6000,-1
24.90714,0,6025.111,0,45.84356,0,0,0,6000,-1
24.93415,0,6025.107,0,22.84947,0,0,0,6000,-1
24.95053,0,6025.103,0,11.30543,0,0,0,6000,-0.1305431
24.97074,0,6025.099,0,5.556117,0,0,0,6000,0.4443883
24.99058,0,6025.095,0,2.679591,0,0,0,6000,0.7320409
25.01007,0,6025.091,0,1.239609,0,0,0,6000,0.8760391
25.03554,0,6025.087,0,0.5431144,0,0,0,6000,0.9456885
25.05868,0,6025.083,0,0.1871569,0,0,0,6000,0.9812843
25.08172,0,6020.155,0,106.8976,0,0,0,6000,-1
25.11475,0,6025.071,0,20.9567,0,0,0,6000,-1
25.12798,0,6025.067,0,10.33071,0,0,0,6000,-0.03307077
25.14289,0,6025.063,0,5.034334,0,0,0,6000,0.4965666
25.15771,0,6030,0,169.0384,0,0,0,6000,-1
25.17305,0,6025.06,0,76.58051,0,0,0,6000,-1
25.1944,0,6025.056,0,38.38172,0,0,0,6000,-1
25.21187,0,6025.052,0,19.30268,0,0,0,6000,-0.9302678
25.25891,0,6020.092,0,62.3715,0,0,0,6000,-1
